phenotype	snp	covariates	beta	SE	OR	p	type	n_total	n_cases	n_controls	HWE_p	allele_freq	n_no_snp	formula	expanded_formula	note
291.4	FHOD3	sex	-0.333677308444753	0.198664179420977	0.716284884021129	0.0930342340432383	logistic	399472	67	399405	0.776575792689098	0.321879881443505	958	`291.4` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
291.8	FHOD3	sex	0.0401905497250928	0.0613675093045861	1.04100911929599	0.512521985046246	logistic	400007	602	399405	0.804461946009303	0.321904366673583	959	`291.8` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
292	FHOD3	sex	-0.00582394191773987	0.0192880279366666	0.994192984356836	0.762693266546358	logistic	405691	6286	399405	0.841871014885697	0.321868121304145	983	`292` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
292.1	FHOD3	sex	-0.0167078189715217	0.0343401863625204	0.983430982537283	0.626585493697072	logistic	401373	1968	399405	0.799581683959908	0.321872672053177	966	`292.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
292.11	FHOD3	sex	NA	NA	NA	NA	NA	399405	NA	NA	NA	NA	958	NA	NA	 [Note: Column(s) dropped due to lack of variability:  292.11 ] [Error: non-varying phenotype or genotype]
292.12	FHOD3	sex	-0.198033671323248	0.315130800167432	0.820342230664368	0.529730555542497	logistic	399430	25	399405	0.784522063015664	0.321888691385224	958	`292.12` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
292.2	FHOD3	sex	-0.113868293985583	0.0885343017122639	0.892375479360714	0.198391103916047	logistic	399711	306	399405	0.794827877494869	0.321872552919484	961	`292.2` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
292.3	FHOD3	sex	-0.106354480906862	0.0523717722880774	0.899105875713716	0.0422793840902088	logistic	400278	873	399405	0.769368298645569	0.321841320282404	962	`292.3` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
292.4	FHOD3	sex	0.0164157636697047	0.0274172314897328	1.01655124263312	0.549346996695047	logistic	402466	3061	399405	0.803047572509189	0.321916633951688	969	`292.4` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
292.5	FHOD3	sex	NA	NA	NA	NA	NA	399405	NA	NA	NA	NA	958	NA	NA	 [Note: Column(s) dropped due to lack of variability:  292.5 ] [Error: non-varying phenotype or genotype]
292.6	FHOD3	sex	0.12653657785732	0.0713491675428073	1.13489096229657	0.0761486085723477	logistic	399838	433	399405	0.794175102646625	0.321921628259445	958	`292.6` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
293	FHOD3	sex	-0.0278324661188709	0.0328461297159095	0.972551288445369	0.396795007789516	logistic	407653	2165	405488	0.880341174510137	0.321758946947526	986	`293` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
293.1	FHOD3	sex	0.019504602083353	0.0478894764776882	1.01969605957612	0.683799649791131	logistic	406485	997	405488	0.868201725864517	0.321804002607722	984	`293.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
295	FHOD3	sex	-0.10221051940481	0.049454253072828	0.902839466434151	0.038755921605376	logistic	361097	977	360120	0.760275287076193	0.322392598110757	874	`295` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
295.1	FHOD3	sex	-0.120101216309638	0.0611089655897428	0.886830670446592	0.0493723969712995	logistic	360764	644	360120	0.776876610199949	0.322406060471666	874	`295.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
295.2	FHOD3	sex	-0.000110661100498445	0.100318056586508	0.999889345022215	0.999119851712973	logistic	360348	228	360120	0.751453666241502	0.322452185109949	870	`295.2` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
295.3	FHOD3	sex	-0.0693624629170143	0.10848150181804	0.932988445069741	0.522566402170111	logistic	360320	200	360120	0.752017233178481	0.322443938721137	871	`295.3` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
296	FHOD3	sex	-0.0394071244249266	0.037782812724379	0.9613592366364	0.296952573872317	logistic	361757	1637	360120	0.79329125038109	0.322413940849797	876	`296` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
296.1	FHOD3	sex	-0.0876836149868525	0.0441405106352828	0.916050655578774	0.0469816261272911	logistic	361340	1220	360120	0.773233840511827	0.322388885813915	874	`296.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
296.2	FHOD3	sex	0.0154374735210679	0.0711593478236631	1.01555724685428	0.828253301610953	logistic	360571	451	360120	0.773149045611268	0.322456603553808	872	`296.2` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
296.22	FHOD3	sex	0.0154374735210679	0.0711593478236631	1.01555724685428	0.828253301610953	logistic	360571	451	360120	0.773149045611268	0.322456603553808	872	`296.22` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
297	FHOD3	sex	-0.00640618376569224	0.0408905342768277	0.993614292082181	0.875507557563419	logistic	361500	1380	360120	0.795969195923874	0.322446749654219	872	`297` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
297.1	FHOD3	sex	NA	NA	NA	NA	NA	360120	NA	NA	NA	NA	870	NA	NA	 [Note: Column(s) dropped due to lack of variability:  297.1 ] [Error: non-varying phenotype or genotype]
297.2	FHOD3	sex	-0.014085406672048	0.0412603031812057	0.986013328549635	0.732818179427484	logistic	361479	1359	360120	0.794299225974063	0.322440584376962	872	`297.2` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
300	FHOD3	sex	0.00428053846707281	0.0152807070137161	1.00428971305792	0.779380077980985	logistic	370210	10090	360120	0.798541233603731	0.322481834634397	893	`300` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
300.1	FHOD3	sex	0.00382099368383645	0.015809683930681	1.00382830298684	0.809022771925282	logistic	369531	9411	360120	0.789235636427405	0.322477681168833	891	`300.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
300.11	FHOD3	sex	-0.0607949036104357	0.113844493561301	0.941016219014702	0.59332971965026	logistic	360301	181	360120	0.759528448488972	0.322445677364204	870	`300.11` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
300.12	FHOD3	sex	0.021717278878604	0.0476537972686336	1.02195481541211	0.648583937278417	logistic	361125	1005	360120	0.744573150992653	0.322465905157494	874	`300.12` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
300.13	FHOD3	sex	-0.118025614452784	0.0548094123928057	0.888673289443073	0.0312886513206148	logistic	360920	800	360120	0.737139828116979	0.322396930067605	873	`300.13` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
300.2	FHOD3	sex	NA	NA	NA	NA	NA	360120	NA	NA	NA	NA	870	NA	NA	 [Note: Column(s) dropped due to lack of variability:  300.2 ] [Error: non-varying phenotype or genotype]
300.3	FHOD3	sex	0.0539454063786515	0.111550252393145	1.05542698100126	0.628671656279403	logistic	360301	181	360120	0.765280430453691	0.322458166921546	870	`300.3` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
300.4	FHOD3	sex	-0.0272324322056803	0.196465485214898	0.973135027314798	0.889756927682172	logistic	360180	60	360120	0.767810027545948	0.322451274362819	870	`300.4` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
300.8	FHOD3	sex	0.186195976658706	0.124331873113026	1.20465832215843	0.134244392419934	logistic	360260	140	360120	0.765708825756126	0.322468494975851	871	`300.8` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
300.9	FHOD3	sex	-0.00144137512487257	0.114849984985034	0.998559663157341	0.989986757336711	logistic	360294	174	360120	0.767760270281921	0.322451942025124	870	`300.9` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
301	FHOD3	sex	-0.100196328097931	0.0769995247998245	0.904659790463952	0.193169800740777	logistic	360522	402	360120	0.782802592441553	0.322428312280527	870	`301` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
301.1	FHOD3	sex	-0.46176229937991	0.26894993737765	0.630172114442828	0.0859959827584191	logistic	360159	39	360120	0.75795178047574	0.322442310201883	870	`301.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
301.2	FHOD3	sex	-0.0834403672422438	0.127312037754491	0.919945943949199	0.512209959784136	logistic	360266	146	360120	0.772209153928235	0.322445082244786	870	`301.2` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
302	FHOD3	sex	0.00663605450765269	0.0792359222498273	1.00665812190384	0.933254740721772	logistic	360485	365	360120	0.761997724313529	0.322453084039558	871	`302` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
302.1	FHOD3	sex	NA	NA	NA	NA	logistic	360136	16	360120	0.754292704525398	0.322451795988182	870	`302.1` ~ `FHOD3` + `sex`	NA	 [Error: < 20  cases or controls]
303	FHOD3	sex	-0.0510315985703267	0.0670750795394798	0.950248643559433	0.446768714345747	logistic	360640	520	360120	0.7626960340007	0.322436501774623	872	`303` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
303.1	FHOD3	sex	0.0625501173451617	0.207797924628506	1.06454780989097	0.763403698307236	logistic	360172	52	360120	0.758332886320352	0.322454271847895	870	`303.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
303.3	FHOD3	sex	-0.0954149423244268	0.0792169416408789	0.908995675424818	0.22840547082852	logistic	360499	379	360120	0.762875678268512	0.32243085279016	872	`303.3` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
303.31	FHOD3	sex	NA	NA	NA	NA	NA	360120	NA	NA	NA	NA	870	NA	NA	 [Note: Column(s) dropped due to lack of variability:  303.31 ] [Error: non-varying phenotype or genotype]
303.4	FHOD3	sex	0.0541456015410841	0.127285844059756	1.05563829352832	0.670555393248602	logistic	360259	139	360120	0.757218726740427	0.322456899064284	870	`303.4` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
304	FHOD3	sex	0.028267181681794	0.0841277766473499	1.02867048961976	0.736868636956909	logistic	360441	321	360120	0.757485944744113	0.322457767013187	872	`304` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
305.2	FHOD3	sex	-0.00844414907936799	0.145293071859753	0.991591402609174	0.953654602002322	logistic	360229	109	360120	0.753229495446261	0.322451829253058	870	`305.2` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
305.21	FHOD3	sex	0.188351191196829	0.203982339031891	1.20725741908751	0.355814372048869	logistic	360172	52	360120	0.761283074852038	0.322458436524772	870	`305.21` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
306	FHOD3	sex	-0.0291460559437833	0.00818774394450748	0.971274593678869	0.000371253854027208	logistic	398593	38473	360120	0.814315509871255	0.321823263328759	958	`306` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
306.1	FHOD3	sex	NA	NA	NA	NA	NA	73989	NA	NA	NA	NA	173	NA	NA	 [Note: Column(s) dropped due to lack of variability:  306.1 ] [Error: non-varying phenotype or genotype]
306.9	FHOD3	sex	0.0629636218420824	0.0779297967194064	1.06498809622147	0.419117574115785	logistic	360490	370	360120	0.757933667777518	0.322466642625316	871	`306.9` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
312	FHOD3	sex	NA	NA	NA	NA	logistic	407840	19	407821	0.850791639053394	0.321765888583758	986	`312` ~ `FHOD3` + `sex`	NA	 [Error: < 20  cases or controls]
312.3	FHOD3	sex	NA	NA	NA	NA	logistic	407832	11	407821	0.850661915707199	0.32176116636262	986	`312.3` ~ `FHOD3` + `sex`	NA	 [Error: < 20  cases or controls]
313	FHOD3	sex	0.0682622641705571	0.144828901619681	1.07064606376301	0.637404809617555	logistic	407928	107	407821	0.851931625101418	0.321763889706027	986	`313` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
313.1	FHOD3	sex	NA	NA	NA	NA	NA	407821	NA	NA	NA	NA	986	NA	NA	 [Note: Column(s) dropped due to lack of variability:  313.1 ] [Error: non-varying phenotype or genotype]
313.2	FHOD3	sex	-0.0425029050946242	0.31173167817019	0.958387681310002	0.891548932968823	logistic	407845	24	407821	0.854478392000592	0.321759491963859	986	`313.2` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
313.3	FHOD3	sex	0.0923817841984164	0.167881733506668	1.09678347675837	0.582128059224396	logistic	407900	79	407821	0.850141575227312	0.321763912723707	986	`313.3` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
315	FHOD3	sex	0.00136537280991234	0.0648263477362439	1.00136630535574	0.983196194402316	logistic	408368	547	407821	0.864435167988058	0.321760030168867	987	`315` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
315.1	FHOD3	sex	0.0349221597480203	0.107612242029194	1.03553909903792	0.745545543934387	logistic	408017	196	407821	0.856117284635221	0.321763553969565	987	`315.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
315.2	FHOD3	sex	-0.12008139972797	0.141571100344076	0.886848244573128	0.396323480572538	logistic	407941	120	407821	0.856567037136944	0.321752410275015	986	`315.2` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
315.3	FHOD3	sex	0.0539020560117638	0.166842024843478	1.0553812288461	0.746640400080772	logistic	407902	81	407821	0.851744528968344	0.321762335070679	986	`315.3` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
316	FHOD3	sex	0.0195493120754282	0.068180862945517	1.01974165119806	0.774321162462837	logistic	374911	491	374420	0.850190711338949	0.322021759831	911	`316` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
316.1	FHOD3	sex	-0.0527889692182846	0.156972195116949	0.948580170976755	0.736648396663827	logistic	374515	95	374420	0.84617249949931	0.322013804520513	911	`316.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
317	FHOD3	sex	-0.0267522804398114	0.012563212129658	0.973602392010605	0.033220018929752	logistic	389793	15373	374420	0.849922343821838	0.321772068764703	939	`317` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
317.1	FHOD3	sex	-0.0398683792060121	0.0148718803281201	0.960915907343899	0.00734487231415102	logistic	385294	10874	374420	0.859799962907578	0.321762082980789	928	`317.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
317.11	FHOD3	sex	-0.00937070531749998	0.0494259424506547	0.990673062921791	0.849629775628004	logistic	375366	946	374420	0.846258334484938	0.32200971851473	912	`317.11` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
318	FHOD3	sex	-0.0115589347670076	0.0104334036684803	0.988507613065323	0.267914657950168	logistic	396921	22501	374420	0.85260519694329	0.321862536877615	967	`318` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
320	FHOD3	sex	-0.0779629224678508	0.0721939194154417	0.924998722577604	0.28018234024617	logistic	407892	454	407438	0.863114606146016	0.321757965343767	985	`320` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
323	FHOD3	sex	0.0398731530048634	0.0746293499237028	1.04067875884623	0.593146122436943	logistic	407845	407	407438	0.855958585759418	0.321785237038581	987	`323` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
323.2	FHOD3	sex	0.0426612747780168	0.165125997261346	1.04358434663667	0.796132252184204	logistic	407521	83	407438	0.85351953581599	0.32177850957374	986	`323.2` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
323.8	FHOD3	sex	-0.291401862575247	0.248433316236467	0.747215339794073	0.240812621581908	logistic	407480	42	407438	0.854791348131793	0.321770393638952	985	`323.8` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
324	FHOD3	sex	-0.051602772428087	0.0816896205902887	0.94970604135071	0.527587415570884	logistic	407789	351	407438	0.860641042002017	0.321766894153594	986	`324` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
324.1	FHOD3	sex	-0.102458774244694	0.345392778959769	0.902615359985877	0.766738140876071	logistic	407458	20	407438	0.85491796716596	0.32177549587933	985	`324.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
325	FHOD3	sex	0.0663468367564729	0.202033902137326	1.06859728171474	0.742613346803157	logistic	407493	55	407438	0.851743362838111	0.321778533618982	985	`325` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
327	FHOD3	sex	-9.78998116472169e-05	0.0419256820084492	0.999902104980383	0.998136877601254	logistic	403698	1312	402386	0.887911328142407	0.321735554795912	972	`327` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
327.1	FHOD3	sex	NA	NA	NA	NA	NA	402386	NA	NA	NA	NA	965	NA	NA	 [Note: Column(s) dropped due to lack of variability:  327.1 ] [Error: non-varying phenotype or genotype]
327.3	FHOD3	sex	0.0116939452353266	0.0207485157489629	1.0117625867152	0.573023704489222	logistic	407791	5405	402386	0.88304291505908	0.321764089938228	983	`327.3` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
327.31	FHOD3	sex	NA	NA	NA	NA	NA	402386	NA	NA	NA	NA	965	NA	NA	 [Note: Column(s) dropped due to lack of variability:  327.31 ] [Error: non-varying phenotype or genotype]
327.32	FHOD3	sex	NA	NA	NA	NA	NA	402386	NA	NA	NA	NA	965	NA	NA	 [Note: Column(s) dropped due to lack of variability:  327.32 ] [Error: non-varying phenotype or genotype]
327.4	FHOD3	sex	-0.120847801361706	0.103883668421639	0.886168823017762	0.244708079426162	logistic	402609	223	402386	0.894713149781811	0.321722812952517	967	`327.4` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
327.41	FHOD3	sex	-0.141828085378677	0.112430286237627	0.867770426087525	0.207137473259897	logistic	402578	192	402386	0.892810544910688	0.321722746896254	967	`327.41` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
327.5	FHOD3	sex	NA	NA	NA	NA	logistic	402405	19	402386	0.900656855093086	0.32173432238665	966	`327.5` ~ `FHOD3` + `sex`	NA	 [Error: < 20  cases or controls]
327.6	FHOD3	sex	-0.0832492346709086	0.290937310300207	0.920121792387602	0.774769757097856	logistic	402414	28	402386	0.901126452258751	0.321735824300347	965	`327.6` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
327.7	FHOD3	sex	NA	NA	NA	NA	NA	402386	NA	NA	NA	NA	965	NA	NA	 [Note: Column(s) dropped due to lack of variability:  327.7 ] [Error: non-varying phenotype or genotype]
327.71	FHOD3	sex	NA	NA	NA	NA	NA	402386	NA	NA	NA	NA	965	NA	NA	 [Note: Column(s) dropped due to lack of variability:  327.71 ] [Error: non-varying phenotype or genotype]
327.72	FHOD3	sex	NA	NA	NA	NA	NA	402386	NA	NA	NA	NA	965	NA	NA	 [Note: Column(s) dropped due to lack of variability:  327.72 ] [Error: non-varying phenotype or genotype]
331	FHOD3	sex	0.0697995532220018	0.0385129621808256	1.07229322198957	0.069929782977668	logistic	393681	1518	392163	0.824690883913654	0.321846876023989	936	`331` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
331.1	FHOD3	sex	-0.00318260603801758	0.0606440426071043	0.996822453084092	0.958146143266337	logistic	392789	626	392163	0.819420077544871	0.321787270010107	932	`331.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
331.9	FHOD3	sex	0.0827283556504165	0.0608043316937531	1.08624669569004	0.173650626005559	logistic	392768	605	392163	0.80488564656028	0.321815932051491	932	`331.9` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
332	FHOD3	sex	-0.0304282790407157	0.0382277141873064	0.970030001054614	0.426046958105188	logistic	393759	1596	392163	0.834117901893629	0.321760264527287	935	`332` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
333	FHOD3	sex	0.0153911407615608	0.0425203383153841	1.01551019437464	0.717373501694658	logistic	393430	1267	392163	0.805402019708505	0.321799303560989	937	`333` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
333.1	FHOD3	sex	-0.080305266689052	0.0840648856644008	0.922834592723156	0.339437545846942	logistic	392498	335	392163	0.787776816166414	0.321773614133066	931	`333.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
333.2	FHOD3	sex	0.0662899059658016	0.139132149804021	1.06853644735827	0.633751807681034	logistic	392279	116	392163	0.813800417891538	0.321792652678323	931	`333.2` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
333.3	FHOD3	sex	-0.00607249362552759	0.242902642669975	0.993945906699762	0.980055201489493	logistic	392202	39	392163	0.813647875588345	0.321788262171024	930	`333.3` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
333.4	FHOD3	sex	0.0868548950560534	0.0837752444676049	1.09073839670082	0.29984731758081	logistic	392481	318	392163	0.818056056216176	0.321804112810556	932	`333.4` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
333.8	FHOD3	sex	0.244778707142034	0.175821278295771	1.27733861601368	0.163861285779815	logistic	392232	69	392163	0.812602461271636	0.321798068490077	930	`333.8` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
334	FHOD3	sex	-0.0226126637008102	0.0323045649400606	0.977641086325601	0.483937584370625	logistic	394394	2231	392163	0.791254307263967	0.321759458815296	943	`334` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
334.1	FHOD3	sex	-0.119023147724834	0.123716387676313	0.887787250269122	0.336017192675637	logistic	392320	157	392163	0.812765875082215	0.321778140293638	930	`334.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
334.2	FHOD3	sex	0.0907468378657876	0.0857746954305442	1.09499175971507	0.290070271344344	logistic	392466	303	392163	0.821241191542744	0.321803672165232	932	`334.2` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
334.21	FHOD3	sex	NA	NA	NA	NA	NA	392163	NA	NA	NA	NA	930	NA	NA	 [Note: Column(s) dropped due to lack of variability:  334.21 ] [Error: non-varying phenotype or genotype]
335	FHOD3	sex	0.0160983465125438	0.0393955913946264	1.01622862303278	0.682808863779181	logistic	393640	1477	392163	0.833000540626158	0.321802916370288	933	`335` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
337	FHOD3	sex	0.106188084442802	0.0864249008924757	1.11203101257167	0.219193816172504	logistic	392460	297	392163	0.813993895957152	0.321806043928044	932	`337` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
337.1	FHOD3	sex	0.0442348035149771	0.171387251652962	1.04522774922706	0.796330839918068	logistic	392240	77	392163	0.817091825626698	0.32179023047114	932	`337.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
338	FHOD3	sex	0.019667642524328	0.0503140363498055	1.01986232482495	0.695872833001485	logistic	408641	903	407738	0.869802509087046	0.321766538355182	988	`338` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
338.1	FHOD3	sex	0.0409967258100364	0.0710504622917743	1.04184869432936	0.563933664662664	logistic	408187	449	407738	0.870103985552009	0.321766739264112	987	`338.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
338.2	FHOD3	sex	-0.0154020737408761	0.0706571574345837	0.984715931577874	0.827442196071297	logistic	408201	463	407738	0.858660126825075	0.321753253911676	988	`338.2` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
339	FHOD3	sex	-0.0196155208628465	0.0162964018527609	0.980575611704739	0.228716420104937	logistic	405773	8904	396869	0.863655666488552	0.321800612657816	974	`339` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
340	FHOD3	sex	-0.0172536103403295	0.0256075040626992	0.982894380844802	0.500456499465851	logistic	400430	3561	396869	0.906246988372805	0.321861498888695	970	`340` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
340.1	FHOD3	sex	0.142370286911252	0.0906667778179464	1.1530035116102	0.116354963251699	logistic	397136	267	396869	0.873584676044705	0.321912392731961	953	`340.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
341	FHOD3	sex	0.129396940523907	0.0942373228856847	1.13814180911976	0.169722341406847	logistic	392411	248	392163	0.81181698281958	0.321806728149823	931	`341` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
342	FHOD3	sex	0.0113770688019343	0.0343475348555444	1.0114420337858	0.740467796366928	logistic	394112	1949	392163	0.837155511656364	0.321799386976291	931	`342` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
343	FHOD3	sex	0.0486928831111909	0.12071011913253	1.04989785985708	0.686663607934539	logistic	392318	155	392163	0.818619833610446	0.321792525451292	930	`343` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
344	FHOD3	sex	0.0506572130380424	0.0539463059006807	1.05196223253405	0.347715214208391	logistic	392940	777	392163	0.81781604619545	0.321809945538759	937	`344` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
345	FHOD3	sex	-0.0108311269050597	0.0200101503146468	0.989227318549593	0.588313475916225	logistic	398007	5844	392163	0.842023586721104	0.321751878735801	948	`345` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
345.1	FHOD3	sex	-0.0263120529730006	0.0471320441530165	0.974031092881346	0.576665145450643	logistic	393209	1046	392163	0.821220536953183	0.321772899399556	936	`345.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
345.11	FHOD3	sex	-0.0239448286544086	0.068580119985416	0.976339574240073	0.726975827960868	logistic	392656	493	392163	0.804318418669276	0.321781661301495	932	`345.11` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
345.12	FHOD3	sex	0.114002002755509	0.0822711819113366	1.12075436947889	0.16584288746749	logistic	392490	327	392163	0.830380290088926	0.321809472852812	933	`345.12` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
345.3	FHOD3	sex	-0.0119145682387651	0.0295459478108606	0.988156129174453	0.686760217865789	logistic	394823	2660	392163	0.813732186651803	0.321769501776746	936	`345.3` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
346	FHOD3	sex	0.365618161569314	0.254866455255497	1.44140475383312	0.151415943962227	logistic	392195	32	392163	0.803822624688905	0.32179528040898	930	`346` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
346.1	FHOD3	sex	0.134981554776399	0.10785127865686	1.14451567330911	0.210732913448952	logistic	392352	189	392163	0.816513253960759	0.321802870891444	930	`346.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
346.2	FHOD3	sex	0.168924125664133	0.295003665673175	1.18403029800319	0.566904019944864	logistic	392188	25	392163	0.809219903917682	0.32179082480851	930	`346.2` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
346.3	FHOD3	sex	0.0270839356301595	0.280056229609949	1.02745403914652	0.922957555547419	logistic	392192	29	392163	0.808989756895981	0.321788817721932	930	`346.3` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
347	FHOD3	sex	-0.236515707144612	0.214276528032942	0.789373483401137	0.269685421681524	logistic	392218	55	392163	0.806102729549711	0.321781509262706	930	`347` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
348	FHOD3	sex	0.00280581192743929	0.0522818124858221	1.00280975190181	0.957200415696811	logistic	393004	841	392163	0.806571270978677	0.321789345655515	934	`348` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
348.2	FHOD3	sex	-0.0485937006193624	0.083679555877334	0.952568078905044	0.561434746991248	logistic	392497	334	392163	0.799306438286576	0.321779529525066	931	`348.2` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
